ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS
34297	Taiyuan	籌	ʦʰ.o.u.¹¹	ʦʰ.o.u.¹¹	tsʰ ou ¹¹
34298	Hankou	籌	ʦʰ.o.u.²¹³	ʦʰ.o.u.²¹³	tsʰ ou ²¹³
34299	Chengdu	籌	ʦʰ.ə.u.³¹	ʦʰ.ə.u.³¹	tsʰ əu ³¹
34300	Yangzhou	籌	ʦʰ.ɤ.ɯ.³⁴	ʦʰ.ɤ.ɯ.³⁴	tsʰ ɤɯ ³⁴
34301	Suzhou	籌	z.ø.y.²⁴	z.ø.y.²⁴	z øy ²⁴
34302	Wenzhou	籌	ʥ.i.u.³¹	ʥ.i.u.³¹	dʑ i/j u ³¹
34303	Changsha	籌	tʂ.ɤ.u.¹³	tʂ.ɤ.u.¹³	ʈʂ ɤu ¹³
34304	Shuangfeng	籌	ʥ.i.ʊ.²³	ʥ.i.ʊ.²³	dʑ i/j ʊ ²³
34305	Nanchang	籌	ʦʰ.ə.u.²⁴	ʦʰ.ə.u.²⁴	tsʰ əu ²⁴
34306	Meixian	籌	ʦʰ.u.¹¹	ʦʰ.u.¹¹	tsʰ u ¹¹
34307	Guangzhou	籌	ʧʰ.a.u.²¹	ʧʰ.a.u.²¹	tʃʰ au ²¹
34308	Xiamen	籌	t.i.u.²⁴	t.i.u.²⁴	t i/j u ²⁴
34309	Chaozhou	籌	tʰ.i.u.⁵⁵	tʰ.i.u.⁵⁵	tʰ i/j u ⁵⁵
34310	Fuzhou	籌	tʰ.i.e.u.⁵²	tʰ.i.e.u.⁵²	tʰ i/j eu ⁵²
34311	Shanghai	籌	z.ɤ.¹³	z.ɤ.¹³	z ɤ ¹³
34312	Zhongyuan_Yinyun	籌	ʧʰ.i.o.u.P²	ʧʰ.i.o.u.P²	tʃʰ i/j ou P²/⁵⁵
34313	Beijing	籍	ʨ.i.³⁵	ʨ.i.³⁵	tɕ i ³⁵
34314	Jinan	籍	ʨ.i.⁴²	ʨ.i.⁴²	tɕ i ⁴²
34315	Xi_an	籍	ʨ.i.²¹	ʨ.i.²¹	tɕ i ²¹
34316	Taiyuan	籍	ʨ.i.ə.ʔ.⁵⁴	ʨ.i.ə.ʔ.⁵⁴	tɕ i/j ə ʔ ⁵⁴
34317	Hankou	籍	ʨ.i.²¹³	ʨ.i.²¹³	tɕ i ²¹³
34318	Chengdu	籍	ʨ.i.³¹	ʨ.i.³¹	tɕ i ³¹
34319	Yangzhou	籍	ʨ.i.ə.ʔ.⁴	ʨ.i.ə.ʔ.⁴	tɕ i/j ə ʔ ⁴
34320	Suzhou	籍	z.i.ɤ.ʔ.²³	z.i.ɤ.ʔ.²³	z i/j ɤ ʔ ²³
34321	Wenzhou	籍	z.e.i.³⁴	z.e.i.³⁴	z ei ³⁴
34322	Changsha	籍	ʦ.i.²⁴	ʦ.i.²⁴	ts i ²⁴
34323	Shuangfeng	籍	ʨʰ.i.³⁵	ʨʰ.i.³⁵	tɕʰ i ³⁵
34324	Nanchang	籍	ʨ.i.t.⁵	ʨ.i.t.⁵	tɕ i t ⁵
34325	Meixian	籍	s.i.t.⁵	s.i.t.⁵	s i t ⁵
34326	Guangzhou	籍	ʧ.ɪ.k.²²/²	ʧ.ɪ.k.²²/²	tʃ ɪ k ²²/²
34327	Xiamen	籍	ʦ.ɪ.k.⁵	ʦ.ɪ.k.⁵	ts ɪ k ⁵
34328	Chaozhou	籍	ʦ.i.a.³⁵	ʦ.i.a.³⁵	ts i/j a ³⁵
34329	Fuzhou	籍	ʦ.i.ʔ.⁴	ʦ.i.ʔ.⁴	ts i ʔ ⁴
34330	Shanghai	籍	z.ɪ.ʔ.¹³	z.ɪ.ʔ.¹³	z ɪ ʔ ¹³
34331	Beijing	籠	l.u.ŋ.³⁵	l.u.ŋ.³⁵	l u ŋ ³⁵
34332	Jinan	籠	l.u.ŋ.⁴²	l.u.ŋ.⁴²	l u ŋ ⁴²
34333	Xi_an	籠	l.o.ŋ.²⁴	l.o.ŋ.²⁴	l o ŋ ²⁴
34334	Taiyuan	籠	l.u.ŋ.¹¹	l.u.ŋ.¹¹	l u ŋ ¹¹
34335	Hankou	籠	n.o.ŋ.²¹³	n.o.ŋ.²¹³	n o ŋ ²¹³
34336	Chengdu	籠	n.o.ŋ.³¹	n.o.ŋ.³¹	n o ŋ ³¹
34337	Yangzhou	籠	l.ɔ.u.ŋ.³⁴	l.ɔ.u.ŋ.³⁴	l ɔu ŋ ³⁴
34338	Suzhou	籠	l.o.ŋ.²⁴	l.o.ŋ.²⁴	l o ŋ ²⁴
34339	Wenzhou	籠	l.o.ŋ.³¹	l.o.ŋ.³¹	l o ŋ ³¹
34340	Changsha	籠	n.o.ŋ.¹³	n.o.ŋ.¹³	n o ŋ ¹³
34341	Shuangfeng	籠	n.a.ŋ.²³	n.a.ŋ.²³	n a ŋ ²³
34342	Shuangfeng	籠	n.ə.n.²³	n.ə.n.²³	n ə n ²³
34343	Nanchang	籠	l.u.ŋ.⁴⁵	l.u.ŋ.⁴⁵	l u ŋ ⁴⁵
34344	Meixian	籠	l.u.ŋ.¹¹	l.u.ŋ.¹¹	l u ŋ ¹¹
34345	Guangzhou	籠	l.u.ŋ.²¹	l.u.ŋ.²¹	l u ŋ ²¹
34346	Xiamen	籠	l.ɔ.ŋ.²⁴	l.ɔ.ŋ.²⁴	l ɔ ŋ ²⁴
34347	Chaozhou	籠	l.a.ŋ.⁵⁵	l.a.ŋ.⁵⁵	l a ŋ ⁵⁵
34348	Fuzhou	籠	l.ø.y.ŋ.⁵²	l.ø.y.ŋ.⁵²	l øy ŋ ⁵²
34349	Shanghai	籠	l.o.ŋ.¹³	l.o.ŋ.¹³	l o ŋ ¹³
34350	Zhongyuan_Yinyun	籠	l.u.ŋ.P²	l.u.ŋ.P²	l u ŋ P²/⁵⁵
34351	Beijing	籤	ʨʰ.i.a.n.⁵⁵	ʨʰ.i.a.n.⁵⁵	tɕʰ i/j a n ⁵⁵
34352	Jinan	籤	ʨʰ.i.aː ²¹³	ʨʰ.i.aː ²¹³	tɕʰ iaː ²¹³
34353	Xi_an	籤	ʨʰ.i.aː ²¹	ʨʰ.i.aː ²¹	tɕʰ iaː ²¹
34354	Taiyuan	籤	ʨʰ.i.ɛ.¹¹	ʨʰ.i.ɛ.¹¹	tɕʰ i/j ɛ ¹¹
34355	Hankou	籤	ʨʰ.i.a.n.⁵⁵	ʨʰ.i.a.n.⁵⁵	tɕʰ i/j a n ⁵⁵
34356	Chengdu	籤	ʨʰ.i.a.n.⁴⁴	ʨʰ.i.a.n.⁴⁴	tɕʰ i/j a n ⁴⁴
34357	Yangzhou	籤	ʨʰ.ɿː ²¹	ʨʰ.ɿː ²¹	tɕʰ ɿː ²¹
34358	Suzhou	籤	ʦʰ.ɪ.⁴⁴	ʦʰ.ɪ.⁴⁴	tsʰ ɪ ⁴⁴
34359	Wenzhou	籤	ʨʰ.i.⁴⁴	ʨʰ.i.⁴⁴	tɕʰ i ⁴⁴
34360	Changsha	籤	ʦʰ.i.eː ³³	ʦʰ.i.eː ³³	tsʰ ieː ³³
34361	Shuangfeng	籤	ʨʰ.ɪː ⁵⁵	ʨʰ.ɪː ⁵⁵	tɕʰ ɪː ⁵⁵
34362	Nanchang	籤	ʨʰ.i.ɛ.n.⁴²	ʨʰ.i.ɛ.n.⁴²	tɕʰ i/j ɛ n ⁴²
34363	Meixian	籤	ʦʰ.i.a.m.⁴⁴	ʦʰ.i.a.m.⁴⁴	tsʰ i/j a m ⁴⁴
34364	Guangzhou	籤	ʧʰ.i.m.⁵³/⁵⁵	ʧʰ.i.m.⁵³/⁵⁵	tʃʰ i m ⁵³/⁵⁵
34365	Xiamen	籤	ʦʰ.i.a.m.⁵⁵	ʦʰ.i.a.m.⁵⁵	tsʰ i/j a m ⁵⁵
34366	Chaozhou	籤	ʦʰ.i.ə.m.³³	ʦʰ.i.ə.m.³³	tsʰ i/j ə m ³³
34367	Fuzhou	籤	ʦʰ.i.e.ŋ.⁴⁴	ʦʰ.i.e.ŋ.⁴⁴	tsʰ i/j e ŋ ⁴⁴
34368	Shanghai	籤	ʦʰ.ɪ.⁵³	ʦʰ.ɪ.⁵³	tsʰ ɪ ⁵³
34369	Zhongyuan_Yinyun	籤	ʦʰ.i.e.m.P	ʦʰ.i.e.m.P	tsʰ i/j e m P/⁵⁵
34390	Beijing	籬	l.i.³⁵	l.i.³⁵	l i ³⁵
34391	Jinan	籬	l.i.⁴²	l.i.⁴²	l i ⁴²
34392	Xi_an	籬	l.i.²⁴	l.i.²⁴	l i ²⁴
34393	Taiyuan	籬	l.i.¹¹	l.i.¹¹	l i ¹¹
34394	Hankou	籬	n.i.²¹³	n.i.²¹³	n i ²¹³
34395	Chengdu	籬	n.i.³¹	n.i.³¹	n i ³¹
34396	Yangzhou	籬	l.i.³⁴	l.i.³⁴	l i ³⁴
34397	Suzhou	籬	l.i.²⁴	l.i.²⁴	l i ²⁴
34398	Wenzhou	籬	l.e.i.³¹	l.e.i.³¹	l ei ³¹
34399	Changsha	籬	n.i.¹³	n.i.¹³	n i ¹³
34400	Shuangfeng	籬	n.i.²³	n.i.²³	n i ²³
34401	Nanchang	籬	l.i.⁴⁵	l.i.⁴⁵	l i ⁴⁵
34402	Meixian	籬	l.i.¹¹	l.i.¹¹	l i ¹¹
34403	Guangzhou	籬	l.e.i.²¹	l.e.i.²¹	l ei ²¹
34404	Xiamen	籬	l.i.²⁴	l.i.²⁴	l i ²⁴
34405	Chaozhou	籬	l.i.⁵⁵	l.i.⁵⁵	l i ⁵⁵
34406	Fuzhou	籬	l.i.e.⁵²	l.i.e.⁵²	l i/j e ⁵²
34407	Shanghai	籬	l.i.¹³	l.i.¹³	l i ¹³
34408	Zhongyuan_Yinyun	籬	l.i.P²	l.i.P²	l i P²/⁵⁵
34370	Beijing	籮	l.u.o.³⁵	l.u.o.³⁵	l u/w o ³⁵
34371	Jinan	籮	l.u.ə.⁴²	l.u.ə.⁴²	l u/w ə ⁴²
34372	Xi_an	籮	l.u.o.²⁴	l.u.o.²⁴	l u/w o ²⁴
34373	Taiyuan	籮	l.ə.¹¹	l.ə.¹¹	l ə ¹¹
34374	Taiyuan	籮	l.u.ə.¹¹	l.u.ə.¹¹	l u/w ə ¹¹
34375	Hankou	籮	n.o.²¹³	n.o.²¹³	n o ²¹³
34376	Chengdu	籮	n.o.³¹	n.o.³¹	n o ³¹
34377	Yangzhou	籮	l.o.³⁴	l.o.³⁴	l o ³⁴
34378	Suzhou	籮	l.ə.u.²⁴	l.ə.u.²⁴	l əu ²⁴
34379	Wenzhou	籮	l.ə.u.³¹	l.ə.u.³¹	l əu ³¹
34380	Changsha	籮	n.o.¹³	n.o.¹³	n o ¹³
34381	Shuangfeng	籮	n.ʊ.²³	n.ʊ.²³	n ʊ ²³
34382	Nanchang	籮	l.o.⁴⁵	l.o.⁴⁵	l o ⁴⁵
34383	Meixian	籮	l.ɔ.¹¹	l.ɔ.¹¹	l ɔ ¹¹
34384	Guangzhou	籮	l.o.²¹	l.o.²¹	l o ²¹
34385	Xiamen	籮	l.u.a.²⁴	l.u.a.²⁴	l u/w a ²⁴
34386	Chaozhou	籮	l.o.⁵⁵	l.o.⁵⁵	l o ⁵⁵
34387	Fuzhou	籮	l.ɔ.⁵²	l.ɔ.⁵²	l ɔ ⁵²
34388	Shanghai	籮	l.o.u.¹³	l.o.u.¹³	l ou ¹³
34389	Zhongyuan_Yinyun	籮	l.u.o.P²	l.u.o.P²	l u/w o P²/⁵⁵
34409	Beijing	米	m.i.²¹⁴	m.i.²¹⁴	m i ²¹⁴
34410	Jinan	米	m.i.⁵⁵	m.i.⁵⁵	m i ⁵⁵
34411	Xi_an	米	m.i.⁵³	m.i.⁵³	m i ⁵³
34412	Taiyuan	米	m.i.⁵³	m.i.⁵³	m i ⁵³
34413	Hankou	米	m.i.⁴²	m.i.⁴²	m i ⁴²
34414	Chengdu	米	m.i.⁵³	m.i.⁵³	m i ⁵³
34415	Yangzhou	米	m.i.⁴²	m.i.⁴²	m i ⁴²
34416	Suzhou	米	m.i.³¹	m.i.³¹	m i ³¹
34417	Wenzhou	米	m.i.³⁴	m.i.³⁴	m i ³⁴
34418	Changsha	米	m.i.⁴¹	m.i.⁴¹	m i ⁴¹
34419	Shuangfeng	米	m.i.²¹	m.i.²¹	m i ²¹
34420	Nanchang	米	m.i.²¹³	m.i.²¹³	m i ²¹³
34421	Meixian	米	m.i.³¹	m.i.³¹	m i ³¹
34422	Guangzhou	米	m.a.i.²³	m.a.i.²³	m ai ²³
34423	Xiamen	米	b.i.⁵¹	b.i.⁵¹	b i ⁵¹
34424	Chaozhou	米	b.i.⁵³	b.i.⁵³	b i ⁵³
34425	Fuzhou	米	m.i.³¹	m.i.³¹	m i ³¹
34426	Shanghai	米	m.i.¹³	m.i.¹³	m i ¹³
34427	Zhongyuan_Yinyun	米	m.i.S	m.i.S	m i S/³⁵
34428	Beijing	粉	f.ə.n.²¹⁴	f.ə.n.²¹⁴	f ə n ²¹⁴
34429	Jinan	粉	f.eː ⁵⁵	f.eː ⁵⁵	f eː ⁵⁵
34430	Xi_an	粉	f.eː ⁵³	f.eː ⁵³	f eː ⁵³
34431	Taiyuan	粉	f.ə.ŋ.⁵³	f.ə.ŋ.⁵³	f ə ŋ ⁵³
34432	Hankou	粉	f.ə.n.⁴²	f.ə.n.⁴²	f ə n ⁴²
34433	Chengdu	粉	f.ə.n.⁵³	f.ə.n.⁵³	f ə n ⁵³
34434	Yangzhou	粉	f.ə.n.⁴²	f.ə.n.⁴²	f ə n ⁴²
34435	Suzhou	粉	f.ə.n.⁵²	f.ə.n.⁵²	f ə n ⁵²
34436	Wenzhou	粉	f.a.ŋ.⁴⁵	f.a.ŋ.⁴⁵	f a ŋ ⁴⁵
34437	Changsha	粉	f.ə.n.⁴¹	f.ə.n.⁴¹	f ə n ⁴¹
34438	Shuangfeng	粉	x.u.a.n.²¹	x.u.a.n.²¹	x u/w a n ²¹
34439	Nanchang	粉	ɸ.u.n.²¹³	ɸ.u.n.²¹³	ɸ u n ²¹³
34440	Meixian	粉	f.u.n.³¹	f.u.n.³¹	f u n ³¹
34441	Guangzhou	粉	f.a.n.³⁵	f.a.n.³⁵	f a n ³⁵
34442	Xiamen	粉	h.u.n.⁵¹	h.u.n.⁵¹	h u n ⁵¹
34443	Chaozhou	粉	h.u.ŋ.⁵³	h.u.ŋ.⁵³	h u ŋ ⁵³
34444	Fuzhou	粉	x.u.ŋ.³¹	x.u.ŋ.³¹	x u ŋ ³¹
34445	Shanghai	粉	f.ə.ŋ.³⁵/⁵⁵	f.ə.ŋ.³⁵/⁵⁵	f ə ŋ ³⁵/⁵⁵
34446	Zhongyuan_Yinyun	粉	f.ə.n.S	f.ə.n.S	f ə n S/³⁵
34447	Beijing	粒	l.i.⁵¹	l.i.⁵¹	l i ⁵¹
34448	Jinan	粒	l.i.²¹	l.i.²¹	l i ²¹
34449	Xi_an	粒	l.i.²¹	l.i.²¹	l i ²¹
34450	Taiyuan	粒	l.i.ə.ʔ.²	l.i.ə.ʔ.²	l i/j ə ʔ ²
34451	Hankou	粒	n.i.²¹³	n.i.²¹³	n i ²¹³
34452	Chengdu	粒	n.i.³¹	n.i.³¹	n i ³¹
34453	Yangzhou	粒	l.i.ə.ʔ.⁴	l.i.ə.ʔ.⁴	l i/j ə ʔ ⁴
34454	Suzhou	粒	l.i.ɤ.ʔ.²³	l.i.ɤ.ʔ.²³	l i/j ɤ ʔ ²³
34455	Wenzhou	粒	l.ø.²¹²	l.ø.²¹²	l ø ²¹²
34456	Changsha	粒	n.i.²⁴	n.i.²⁴	n i ²⁴
34457	Shuangfeng	粒	n.i.³⁵	n.i.³⁵	n i ³⁵
34458	Nanchang	粒	l.i.t.⁵	l.i.t.⁵	l i t ⁵
34459	Meixian	粒	l.i.p.¹	l.i.p.¹	l i p ¹
34460	Guangzhou	粒	l.a.p.⁵	l.a.p.⁵	l a p ⁵
34461	Xiamen	粒	l.i.p.⁵	l.i.p.⁵	l i p ⁵
34462	Xiamen	粒	l.i.a.p.⁵	l.i.a.p.⁵	l i/j a p ⁵
34463	Chaozhou	粒	l.i.ə.p.⁴	l.i.ə.p.⁴	l i/j ə p ⁴
34464	Fuzhou	粒	l.a.ʔ.⁴	l.a.ʔ.⁴	l a ʔ ⁴
34465	Shanghai	粒	l.ɪ.ʔ.¹³	l.ɪ.ʔ.¹³	l ɪ ʔ ¹³
34466	Zhongyuan_Yinyun	粒	l.i.R³	l.i.R³	l i R³/²¹⁴
34467	Beijing	粗	ʦʰ.u.⁵⁵	ʦʰ.u.⁵⁵	tsʰ u ⁵⁵
34468	Jinan	粗	ʦʰ.u.²¹³	ʦʰ.u.²¹³	tsʰ u ²¹³
34469	Xi_an	粗	ʦʰ.o.u.²¹	ʦʰ.o.u.²¹	tsʰ ou ²¹
34470	Taiyuan	粗	ʦʰ.u.¹¹	ʦʰ.u.¹¹	tsʰ u ¹¹
34471	Hankou	粗	ʦʰ.o.u.⁵⁵	ʦʰ.o.u.⁵⁵	tsʰ ou ⁵⁵
34472	Chengdu	粗	ʦʰ.u.⁴⁴	ʦʰ.u.⁴⁴	tsʰ u ⁴⁴
34473	Yangzhou	粗	ʦʰ.u.²¹	ʦʰ.u.²¹	tsʰ u ²¹
34474	Suzhou	粗	ʦʰ.ə.u.⁴⁴	ʦʰ.ə.u.⁴⁴	tsʰ əu ⁴⁴
34475	Wenzhou	粗	ʦʰ.ɵ.y.⁴⁴	ʦʰ.ɵ.y.⁴⁴	tsʰ ɵy ⁴⁴
34476	Changsha	粗	ʦʰ.ɤ.u.³³	ʦʰ.ɤ.u.³³	tsʰ ɤu ³³
34477	Shuangfeng	粗	ʦʰ.ə.u.²¹	ʦʰ.ə.u.²¹	tsʰ əu ²¹
34478	Nanchang	粗	ʦʰ.u.⁴²	ʦʰ.u.⁴²	tsʰ u ⁴²
34479	Meixian	粗	ʦʰ.ɿ.⁴⁴	ʦʰ.ɿ.⁴⁴	tsʰ ɿ ⁴⁴
34480	Guangzhou	粗	ʧʰ.o.u.⁵³/⁵⁵	ʧʰ.o.u.⁵³/⁵⁵	tʃʰ ou ⁵³/⁵⁵
34481	Xiamen	粗	ʦʰ.ɔ.⁵⁵	ʦʰ.ɔ.⁵⁵	tsʰ ɔ ⁵⁵
34482	Chaozhou	粗	ʦʰ.o.u.³³	ʦʰ.o.u.³³	tsʰ ou ³³
34483	Fuzhou	粗	ʦʰ.u.⁴⁴	ʦʰ.u.⁴⁴	tsʰ u ⁴⁴
34484	Shanghai	粗	ʦʰ.u.⁵³	ʦʰ.u.⁵³	tsʰ u ⁵³
34485	Zhongyuan_Yinyun	粗	ʦʰ.u.P	ʦʰ.u.P	tsʰ u P/⁵⁵
34486	Beijing	粘	tʂ.a.n.⁵⁵	tʂ.a.n.⁵⁵	ʈʂ a n ⁵⁵
34487	Jinan	粘	tʂ.aː ²¹³	tʂ.aː ²¹³	ʈʂ aː ²¹³
34488	Xi_an	粘	tʂ.aː ²¹	tʂ.aː ²¹	ʈʂ aː ²¹
34489	Taiyuan	粘	ʦ.æː ¹¹	ʦ.æː ¹¹	ts æː ¹¹
34490	Hankou	粘	ʦ.a.n.⁵⁵	ʦ.a.n.⁵⁵	ts a n ⁵⁵
34491	Chengdu	粘	ʦ.a.n.⁴⁴	ʦ.a.n.⁴⁴	ts a n ⁴⁴
34492	Yangzhou	粘	n.ɪː ³⁴	n.ɪː ³⁴	n ɪː ³⁴
34493	Suzhou	粘	ʦ.ø.⁴⁴	ʦ.ø.⁴⁴	ts ø ⁴⁴
34494	Wenzhou	粘	ʨ.i.⁴⁴	ʨ.i.⁴⁴	tɕ i ⁴⁴
34495	Changsha	粘	tʂ.ɤ.n.³³	tʂ.ɤ.n.³³	ʈʂ ɤ n ³³
34496	Shuangfeng	粘	ʨ.ɪː ⁵⁵	ʨ.ɪː ⁵⁵	tɕ ɪː ⁵⁵
34497	Nanchang	粘	ʦ.ɛ.n.⁴²	ʦ.ɛ.n.⁴²	ts ɛ n ⁴²
34498	Meixian	粘	ɲ.i.a.m.¹¹	ɲ.i.a.m.¹¹	ɲ i/j a m ¹¹
34499	Guangzhou	粘	ʧ.i.m.⁵³/⁵⁵	ʧ.i.m.⁵³/⁵⁵	tʃ i m ⁵³/⁵⁵
34500	Xiamen	粘	k.ɔ.²⁴	k.ɔ.²⁴	k ɔ ²⁴
34501	Chaozhou	粘	n.i.ə.m.³³	n.i.ə.m.³³	n i/j ə m ³³
34502	Fuzhou	粘	ʦ.i.e.ŋ.⁴⁴	ʦ.i.e.ŋ.⁴⁴	ts i/j e ŋ ⁴⁴
34503	Shanghai	粘	ʦ.E.⁵³	ʦ.E.⁵³	ts ᴇ/ɛ ⁵³
34504	Zhongyuan_Yinyun	粘	ʧ.i.e.m.P	ʧ.i.e.m.P	tʃ i/j e m P/⁵⁵
34505	Beijing	粟	s.u.⁵¹	s.u.⁵¹	s u ⁵¹
34506	Jinan	粟	ɕ.y.²¹³	ɕ.y.²¹³	ɕ y ²¹³
34507	Xi_an	粟	ɕ.y.²¹	ɕ.y.²¹	ɕ y ²¹
34508	Taiyuan	粟	ɕ.y.ə.ʔ.²	ɕ.y.ə.ʔ.²	ɕ y/ɥ ə ʔ ²
34509	Hankou	粟	ɕ.i.o.u.²¹³	ɕ.i.o.u.²¹³	ɕ i/j ou ²¹³
34510	Chengdu	粟	s.u.³¹	s.u.³¹	s u ³¹
34511	Yangzhou	粟	s.ɔ.ʔ.⁴	s.ɔ.ʔ.⁴	s ɔ ʔ ⁴
34512	Suzhou	粟	s.o.ʔ.⁴	s.o.ʔ.⁴	s o ʔ ⁴
34513	Wenzhou	粟	ɕ.y.o.³²³	ɕ.y.o.³²³	ɕ y/ɥ o ³²³
34514	Changsha	粟	s.i.ɤ.u.²⁴	s.i.ɤ.u.²⁴	s i/j ɤu ²⁴
34515	Shuangfeng	粟	ɕ.i.ʊ.²³	ɕ.i.ʊ.²³	ɕ i/j ʊ ²³
34516	Nanchang	粟	ɕ.i.u.k.⁵	ɕ.i.u.k.⁵	ɕ i/j u k ⁵
34517	Meixian	粟	s.i.u.k.¹	s.i.u.k.¹	s i/j u k ¹
34518	Guangzhou	粟	ʃ.u.k.⁵	ʃ.u.k.⁵	ʃ u k ⁵
34519	Xiamen	粟	ʦʰ.i.ɔ.k.³²	ʦʰ.i.ɔ.k.³²	tsʰ i/j ɔ k ³²
34520	Xiamen	粟	ʦʰ.ɪ.k.³²	ʦʰ.ɪ.k.³²	tsʰ ɪ k ³²
34521	Xiamen	粟	s.i.ɔ.k.³²	s.i.ɔ.k.³²	s i/j ɔ k ³²
34522	Chaozhou	粟	s.o.k.²¹	s.o.k.²¹	s o k ²¹
34523	Fuzhou	粟	s.ø.y.ʔ.²³	s.ø.y.ʔ.²³	s øy ʔ ²³
34524	Shanghai	粟	s.o.ʔ.⁵	s.o.ʔ.⁵	s o ʔ ⁵
34525	Zhongyuan_Yinyun	粟	s.i.u.R¹	s.i.u.R¹	s i/j u R¹/²¹⁴
34526	Beijing	粥	tʂ.o.u.⁵⁵	tʂ.o.u.⁵⁵	ʈʂ ou ⁵⁵
34527	Jinan	粥	tʂ.o.u.²¹³	tʂ.o.u.²¹³	ʈʂ ou ²¹³
34528	Xi_an	粥	pf.u.²¹	pf.u.²¹	pf u ²¹
34529	Taiyuan	粥	ʦ.u.ə.ʔ.²	ʦ.u.ə.ʔ.²	ts u/w ə ʔ ²
34530	Hankou	粥	ʦ.o.u.²¹³	ʦ.o.u.²¹³	ts ou ²¹³
34531	Chengdu	粥	ʦ.u.³¹	ʦ.u.³¹	ts u ³¹
34532	Yangzhou	粥	ʦ.ɔ.ʔ.⁴	ʦ.ɔ.ʔ.⁴	ts ɔ ʔ ⁴
34533	Suzhou	粥	ʦ.o.ʔ.⁴	ʦ.o.ʔ.⁴	ts o ʔ ⁴
34534	Wenzhou	粥	ʨ.i.u.³²³	ʨ.i.u.³²³	tɕ i/j u ³²³
34535	Changsha	粥	tʂ.ɤ.u.²⁴	tʂ.ɤ.u.²⁴	ʈʂ ɤu ²⁴
34536	Shuangfeng	粥	ʨ.i.ʊ.²³	ʨ.i.ʊ.²³	tɕ i/j ʊ ²³
34537	Nanchang	粥	ʦ.u.k.⁵	ʦ.u.k.⁵	ts u k ⁵
34538	Meixian	粥	ʦ.u.k.¹	ʦ.u.k.¹	ts u k ¹
34539	Guangzhou	粥	ʧ.u.k.⁵	ʧ.u.k.⁵	tʃ u k ⁵
34540	Xiamen	粥	ʦ.i.ɔ.k.³²	ʦ.i.ɔ.k.³²	ts i/j ɔ k ³²
34541	Chaozhou	粥	ʦ.o.k.⁴	ʦ.o.k.⁴	ts o k ⁴
34542	Fuzhou	粥	ʦ.ø.y.ʔ.²³	ʦ.ø.y.ʔ.²³	ts øy ʔ ²³
34543	Shanghai	粥	ʦ.o.ʔ.⁵	ʦ.o.ʔ.⁵	ts o ʔ ⁵
34544	Zhongyuan_Yinyun	粥	ʧ.i.o.u.R¹	ʧ.i.o.u.R¹	tʃ i/j ou R¹/²¹⁴
32966	Beijing	粺	p.a.i.⁵¹	p.a.i.⁵¹	p ai ⁵¹
32967	Jinan	粺	p.ɛ.²¹	p.ɛ.²¹	p ɛ ²¹
32968	Xi_an	粺	p.ɛ.⁵⁵	p.ɛ.⁵⁵	p ɛ ⁵⁵
32969	Taiyuan	粺	p.a.i.⁴⁵	p.a.i.⁴⁵	p ai ⁴⁵
32970	Hankou	粺	p.a.i.³⁵	p.a.i.³⁵	p ai ³⁵
32971	Chengdu	粺	p.a.i.¹³	p.a.i.¹³	p ai ¹³
32972	Yangzhou	粺	p.ɛ.⁵⁵	p.ɛ.⁵⁵	p ɛ ⁵⁵
32973	Suzhou	粺	b.ɒ.³¹	b.ɒ.³¹	b ɒ ³¹
32974	Wenzhou	粺	b.a.²²	b.a.²²	b a ²²
32975	Changsha	粺	p.a.i.²¹	p.a.i.²¹	p ai ²¹
32976	Shuangfeng	粺	p.o.³³	p.o.³³	p o ³³
32977	Nanchang	粺	pʰ.a.i.²¹	pʰ.a.i.²¹	pʰ ai ²¹
32978	Meixian	粺	pʰ.a.i.⁵²	pʰ.a.i.⁵²	pʰ ai ⁵²
32979	Guangzhou	粺	p.a:.i.²²	p.a:.i.²²	p aːi ²²
32980	Xiamen	粺	p.a.i.³³	p.a.i.³³	p ai ³³
32981	Chaozhou	粺	pʰ.o.iː ¹¹	pʰ.o.iː ¹¹	pʰ oiː ¹¹
32982	Fuzhou	粺	pʰ.a.²¹³	pʰ.a.²¹³	pʰ a ²¹³
32983	Shanghai	粺	p.E.³⁵/⁵⁵	p.E.³⁵/⁵⁵	p ᴇ/ɛ ³⁵/⁵⁵
32984	Zhongyuan_Yinyun	粺	p.a.i.Q	p.a.i.Q	p ai Q/⁵¹
52355	Beijing	粽	ʦ.u.ŋ.⁵¹	ʦ.u.ŋ.⁵¹	ts u ŋ ⁵¹
52356	Jinan	粽	ʦ.u.ŋ.²¹	ʦ.u.ŋ.²¹	ts u ŋ ²¹
52357	Xi_an	粽	ʦ.o.ŋ.⁵⁵	ʦ.o.ŋ.⁵⁵	ts o ŋ ⁵⁵
52358	Taiyuan	粽	ʦ.u.ŋ.⁴⁵	ʦ.u.ŋ.⁴⁵	ts u ŋ ⁴⁵
52359	Hankou	粽	ʦ.o.ŋ.³⁵	ʦ.o.ŋ.³⁵	ts o ŋ ³⁵
52360	Chengdu	粽	ʦ.o.ŋ.¹³	ʦ.o.ŋ.¹³	ts o ŋ ¹³
