CHARACTER	PINYIN	DOCULECT	VALUE	SEGMENTS	WENBAI_YIDU
逃	táo	Chaozhou	t.o.⁵⁵	t o ⁵⁵	1
逃	táo	Fuzhou	t.ɔ.⁵²	t ɔ ⁵²	1
逃	táo	Shanghai	t.ɔ.¹³	t ɔ ¹³	1
逃	táo	Zhongyuan_Yinyun	tʰ.a.u.P²	tʰ a u P²	1
逆	nì	Beijing	n.i.⁵¹	n i ⁵¹	1
逆	nì	Jinan	.i.²¹	i ²¹	1
逆	nì	Xi_an	ɲ.i.²¹	ɲ i ²¹	1
逆	nì	Taiyuan	n.i.ə.ʔ.²	n i ə ʔ ²	1
逆	nì	Hankou	n.i.²¹³	n i ²¹³	1
逆	nì	Chengdu	n.i.³¹	n i ³¹	1
逆	nì	Yangzhou	n.i.ə.ʔ.⁴	n i ə ʔ ⁴	1
逆	nì	Suzhou	ɲ.i.ɤ.ʔ.²³	ɲ i ɤ ʔ ²³	1
逆	nì	Wenzhou	ɲ.i.a.i.²¹²	ɲ i a i ²¹²	1
逆	nì	Changsha	n.i.²⁴	n i ²⁴	1
逆	nì	Shuangfeng	ɲ.i.³⁵	ɲ i ³⁵	1
逆	nì	Nanchang	ɲ.i.t.⁵	ɲ i t ⁵	1
逆	nì	Meixian	ɲ.i.a.k.⁵	ɲ i a k ⁵	1
逆	nì	Guangzhou	ŋ.a:.k.²²/²	ŋ a: k ²²/²	1
逆	nì	Xiamen	g.ɪ.k.⁵	g ɪ k ⁵	1
逆	nì	Xiamen	k.e.ʔ.³²	k e ʔ ³²	1
逆	nì	Chaozhou	ŋ.e.k.⁴	ŋ e k ⁴	1
逆	nì	Fuzhou	ŋ.i.ʔ.⁴	ŋ i ʔ ⁴	1
逆	nì	Shanghai	ɲ.ɪ.ʔ.¹³	ɲ ɪ ʔ ¹³	1
透	tòu	Beijing	tʰ.o.u.⁵¹	tʰ o u ⁵¹	1
透	tòu	Jinan	tʰ.o.u.²¹	tʰ o u ²¹	1
透	tòu	Xi_an	tʰ.o.u.⁵⁵	tʰ o u ⁵⁵	1
透	tòu	Taiyuan	tʰ.o.u.⁴⁵	tʰ o u ⁴⁵	1
透	tòu	Hankou	tʰ.o.u.³⁵	tʰ o u ³⁵	1
透	tòu	Chengdu	tʰ.ə.u.¹³	tʰ ə u ¹³	1
透	tòu	Yangzhou	tʰ.ɤ.ɯ.²¹	tʰ ɤ ɯ ²¹	1
透	tòu	Suzhou	tʰ.ø.y.⁴¹²	tʰ ø y ⁴¹²	1
透	tòu	Wenzhou	tʰ.a.u.⁴²	tʰ a u ⁴²	1
透	tòu	Changsha	tʰ.ɤ.u.⁵⁵	tʰ ɤ u ⁵⁵	1
透	tòu	Shuangfeng	tʰ.i.e.³⁵	tʰ i e ³⁵	1
透	tòu	Nanchang	tʰ.ɛ.u.⁴⁵	tʰ ɛ u ⁴⁵	1
透	tòu	Meixian	tʰ.ɛ.u.⁵²	tʰ ɛ u ⁵²	1
透	tòu	Guangzhou	tʰ.a.u.³³	tʰ a u ³³	1
透	tòu	Xiamen	tʰ.ɔ.¹¹	tʰ ɔ ¹¹	1
透	tòu	Xiamen	tʰ.a.u.¹¹	tʰ a u ¹¹	1
透	tòu	Chaozhou	tʰ.a.u.²¹³	tʰ a u ²¹³	1
透	tòu	Fuzhou	t.a.u.²¹³	t a u ²¹³	1
透	tòu	Shanghai	tʰ.ɤ.ɯ.³⁵/⁵⁵	tʰ ɤ ɯ ³⁵/⁵⁵	1
透	tòu	Zhongyuan_Yinyun	tʰ.o.u.Q	tʰ o u Q	1
途	tú	Beijing	tʰ.u.³⁵	tʰ u ³⁵	1
途	tú	Jinan	tʰ.u.⁴²	tʰ u ⁴²	1
途	tú	Xi_an	tʰ.o.u.²⁴	tʰ o u ²⁴	1
途	tú	Taiyuan	tʰ.u.¹¹	tʰ u ¹¹	1
途	tú	Hankou	tʰ.o.u.²¹³	tʰ o u ²¹³	1
途	tú	Chengdu	tʰ.u.³¹	tʰ u ³¹	1
途	tú	Yangzhou	tʰ.u.³⁴	tʰ u ³⁴	1
途	tú	Suzhou	d.ə.u.²⁴	d ə u ²⁴	1
途	tú	Wenzhou	d.ɵ.y.³¹	d ɵ y ³¹	1
途	tú	Changsha	t.ɤ.u.¹³	t ɤ u ¹³	1
途	tú	Shuangfeng	d.ə.u.²³	d ə u ²³	1
途	tú	Nanchang	tʰ.u.²⁴	tʰ u ²⁴	1
途	tú	Meixian	tʰ.u.¹¹	tʰ u ¹¹	1
途	tú	Guangzhou	tʰ.o.u.²¹	tʰ o u ²¹	1
途	tú	Xiamen	t.ɔ.²⁴	t ɔ ²⁴	1
途	tú	Chaozhou	tʰ.u.⁵⁵	tʰ u ⁵⁵	1
途	tú	Fuzhou	t.u.⁵²	t u ⁵²	1
途	tú	Shanghai	t.o.u.¹³	t o u ¹³	1
途	tú	Zhongyuan_Yinyun	tʰ.u.P²	tʰ u P²	1
通	tōng	Beijing	tʰ.u.ŋ.⁵⁵	tʰ u ŋ ⁵⁵	1
通	tōng	Jinan	tʰ.u.ŋ.²¹³	tʰ u ŋ ²¹³	1
通	tōng	Xi_an	tʰ.o.ŋ.²¹	tʰ o ŋ ²¹	1
通	tōng	Taiyuan	tʰ.u.ŋ.¹¹	tʰ u ŋ ¹¹	1
通	tōng	Hankou	tʰ.o.ŋ.⁵⁵	tʰ o ŋ ⁵⁵	1
通	tōng	Chengdu	tʰ.o.ŋ.⁴⁴	tʰ o ŋ ⁴⁴	1
通	tōng	Yangzhou	t.ɔ.u.ŋ.²¹	t ɔ u ŋ ²¹	1
通	tōng	Suzhou	tʰ.o.ŋ.⁴⁴	tʰ o ŋ ⁴⁴	1
通	tōng	Wenzhou	tʰ.o.ŋ.⁴⁴	tʰ o ŋ ⁴⁴	1
通	tōng	Changsha	tʰ.o.ŋ.³³	tʰ o ŋ ³³	1
通	tōng	Shuangfeng	tʰ.a.ŋ.⁵⁵	tʰ a ŋ ⁵⁵	1
通	tōng	Shuangfeng	t.ə.n.⁵⁵	t ə n ⁵⁵	1
通	tōng	Nanchang	tʰ.u.ŋ.⁴²	tʰ u ŋ ⁴²	1
通	tōng	Meixian	tʰ.u.ŋ.⁴⁴	tʰ u ŋ ⁴⁴	1
通	tōng	Guangzhou	tʰ.u.ŋ.⁵³/⁵⁵	tʰ u ŋ ⁵³/⁵⁵	1
通	tōng	Xiamen	tʰ.ɔ.ŋ.⁵⁵	tʰ ɔ ŋ ⁵⁵	1
通	tōng	Xiamen	tʰ.a.ŋ.⁵⁵	tʰ a ŋ ⁵⁵	1
通	tōng	Chaozhou	tʰ.o.ŋ.³³	tʰ o ŋ ³³	1
通	tōng	Fuzhou	tʰ.o.u.ŋ.⁴⁴	tʰ o u ŋ ⁴⁴	1
通	tōng	Fuzhou	tʰ.ø.y.ŋ.⁴⁴	tʰ ø y ŋ ⁴⁴	1
通	tōng	Shanghai	tʰ.o.ŋ.⁵³	tʰ o ŋ ⁵³	1
通	tōng	Zhongyuan_Yinyun	tʰ.u.ŋ.P	tʰ u ŋ P	1
逛	guàng	Beijing	k.u.a.ŋ.⁵¹	k u a ŋ ⁵¹	1
逛	guàng	Jinan	k.u.a.ŋ.²¹	k u a ŋ ²¹	1
逛	guàng	Xi_an	k.u.a.ŋ.⁵⁵	k u a ŋ ⁵⁵	1
逛	guàng	Taiyuan	k.u.ɒː ⁴⁵	k u ɒː ⁴⁵	1
逛	guàng	Hankou	k.u.a.ŋ.³⁵	k u a ŋ ³⁵	1
逛	guàng	Chengdu	k.u.a.ŋ.¹³	k u a ŋ ¹³	1
逛	guàng	Yangzhou	k.u.ɑ.ŋ.⁵⁵	k u ɑ ŋ ⁵⁵	1
逛	guàng	Suzhou	k.u.ɒ.ŋ.⁴¹²	k u ɒ ŋ ⁴¹²	1
逛	guàng	Changsha	k.u.a.n.⁵⁵	k u a n ⁵⁵	1
逛	guàng	Shuangfeng	g.a.ŋ.²³	g a ŋ ²³	1
逛	guàng	Nanchang	k.u.ɔ.ŋ.⁴⁵	k u ɔ ŋ ⁴⁵	1
逛	guàng	Meixian	k.u.ɔ.ŋ.⁵²	k u ɔ ŋ ⁵²	1
逛	guàng	Guangzhou	k.u.a:.ŋ.²²	k u a: ŋ ²²	1
逛	guàng	Xiamen	k.ɔ.ŋ.¹¹	k ɔ ŋ ¹¹	1
逛	guàng	Chaozhou	k.u.a.ŋ.²¹³	k u a ŋ ²¹³	1
逛	guàng	Fuzhou	k.u.ɔ.ŋ.²¹³	k u ɔ ŋ ²¹³	1
逛	guàng	Shanghai	k.u.ɒː ³⁵/⁵⁵	k u ɒː ³⁵/⁵⁵	1
速	sù	Beijing	s.u.⁵¹	s u ⁵¹	1
速	sù	Jinan	s.u.²¹³	s u ²¹³	1
速	sù	Xi_an	s.o.u.²¹	s o u ²¹	1
速	sù	Taiyuan	s.u.ə.ʔ.²	s u ə ʔ ²	1
速	sù	Hankou	s.o.u.²¹³	s o u ²¹³	1
速	sù	Chengdu	ɕ.y.o.³¹	ɕ y o ³¹	1
速	sù	Yangzhou	s.ɔ.ʔ.⁴	s ɔ ʔ ⁴	1
速	sù	Suzhou	s.o.ʔ.⁴	s o ʔ ⁴	1
速	sù	Wenzhou	s.ə.u.³²³	s ə u ³²³	1
速	sù	Changsha	s.ɤ.u.²⁴	s ɤ u ²⁴	1
速	sù	Shuangfeng	s.ʊ.²³	s ʊ ²³	1
速	sù	Nanchang	s.u.k.⁵	s u k ⁵	1
速	sù	Meixian	s.u.k.¹	s u k ¹	1
速	sù	Guangzhou	ʧʰ.u.k.⁵	ʧʰ u k ⁵	1
速	sù	Xiamen	s.ɔ.k.³²	s ɔ k ³²	1
速	sù	Chaozhou	s.o.k.²¹	s o k ²¹	1
速	sù	Fuzhou	s.o.u.ʔ.²³	s o u ʔ ²³	1
速	sù	Shanghai	s.o.ʔ.⁵	s o ʔ ⁵	1
速	sù	Zhongyuan_Yinyun	s.u.R¹	s u R¹	1
造	zào	Beijing	ʦ.a.u.⁵¹	ʦ a u ⁵¹	1
造	zào	Jinan	ʦ.ɔ.²¹	ʦ ɔ ²¹	1
造	zào	Xi_an	ʦʰ.a.u.⁵⁵	ʦʰ a u ⁵⁵	1
造	zào	Taiyuan	ʦ.a.u.⁴⁵	ʦ a u ⁴⁵	1
造	zào	Hankou	ʦʰ.a.u.³⁵	ʦʰ a u ³⁵	1
造	zào	Chengdu	ʦʰ.a.u.¹³	ʦʰ a u ¹³	1
造	zào	Yangzhou	ʦ.ɔ.⁵⁵	ʦ ɔ ⁵⁵	1
造	zào	Suzhou	z.æ.³¹	z æ ³¹	1
造	zào	Wenzhou	z.ɜ.³⁴	z ɜ ³⁴	1
造	zào	Changsha	ʦʰ.a.u.⁵⁵	ʦʰ a u ⁵⁵	1
造	zào	Shuangfeng	ʣ.ə.³³	ʣ ə ³³	1
造	zào	Nanchang	ʦʰ.a.u.²¹	ʦʰ a u ²¹	1
造	zào	Meixian	ʦʰ.a.u.⁵²	ʦʰ a u ⁵²	1
造	zào	Guangzhou	ʧ.o.u.²²	ʧ o u ²²	1
造	zào	Xiamen	ʦ.o.³³	ʦ o ³³	1
造	zào	Chaozhou	ʦ.a.u.³⁵	ʦ a u ³⁵	1
造	zào	Fuzhou	ʦ.ɔ.²⁴²	ʦ ɔ ²⁴²	1
造	zào	Shanghai	z.ɔ.¹³	z ɔ ¹³	1
造	zào	Zhongyuan_Yinyun	ʦ.a.u.Q	ʦ a u Q	1
逢	féng	Beijing	f.ə.ŋ.³⁵	f ə ŋ ³⁵	1
逢	féng	Jinan	f.ə.ŋ.⁴²	f ə ŋ ⁴²	1
逢	féng	Xi_an	f.ə.ŋ.²⁴	f ə ŋ ²⁴	1
逢	féng	Taiyuan	f.ə.ŋ.¹¹	f ə ŋ ¹¹	1
逢	féng	Hankou	f.o.ŋ.²¹³	f o ŋ ²¹³	1
逢	féng	Chengdu	f.o.ŋ.³¹	f o ŋ ³¹	1
逢	féng	Yangzhou	f.ɔ.u.ŋ.³⁴	f ɔ u ŋ ³⁴	1
逢	féng	Suzhou	v.o.ŋ.²⁴	v o ŋ ²⁴	1
逢	féng	Wenzhou	ɦ.o.ŋ.³¹	ɦ o ŋ ³¹	1
逢	féng	Changsha	x.o.ŋ.¹³	x o ŋ ¹³	1
逢	féng	Shuangfeng	ɣ.a.ŋ.²³	ɣ a ŋ ²³	1
逢	féng	Shuangfeng	ɣ.ə.n.²³	ɣ ə n ²³	1
逢	féng	Nanchang	ɸ.u.ŋ.⁴⁵	ɸ u ŋ ⁴⁵	1
逢	féng	Meixian	f.u.ŋ.¹¹	f u ŋ ¹¹	1
逢	féng	Guangzhou	f.u.ŋ.²¹	f u ŋ ²¹	1
逢	féng	Xiamen	h.ɔ.ŋ.²⁴	h ɔ ŋ ²⁴	1
逢	féng	Chaozhou	h.o.ŋ.⁵⁵	h o ŋ ⁵⁵	1
逢	féng	Fuzhou	x.u.ŋ.⁵²	x u ŋ ⁵²	1
逢	féng	Shanghai	v.o.ŋ.¹³	v o ŋ ¹³	1
逢	féng	Zhongyuan_Yinyun	f.u.ŋ.P²	f u ŋ P²	1
連	lián	Beijing	l.i.a.n.³⁵	l i a n ³⁵	1
連	lián	Jinan	l.i.aː ⁴²	l i aː ⁴²	1
連	lián	Xi_an	l.i.aː ²⁴	l i aː ²⁴	1
連	lián	Taiyuan	l.i.ɛ.¹¹	l i ɛ ¹¹	1
連	lián	Hankou	n.i.a.n.²¹³	n i a n ²¹³	1
連	lián	Chengdu	n.i.a.n.³¹	n i a n ³¹	1
連	lián	Yangzhou	l.ɪː ³⁴	l ɪː ³⁴	1
連	lián	Suzhou	l.ɪ.²⁴	l ɪ ²⁴	1
連	lián	Wenzhou	l.i.³¹	l i ³¹	1
連	lián	Changsha	n.i.eː ¹³	n i eː ¹³	1
連	lián	Shuangfeng	n.ɪː ²³	n ɪː ²³	1
連	lián	Nanchang	l.i.ɛ.n.⁴⁵	l i ɛ n ⁴⁵	1
連	lián	Meixian	l.i.ɛ.n.¹¹	l i ɛ n ¹¹	1
連	lián	Guangzhou	l.i.n.²¹	l i n ²¹	1
連	lián	Xiamen	l.i.a.n.²⁴	l i a n ²⁴	1
連	lián	Xiamen	l.iː ²⁴	l iː ²⁴	1
連	lián	Chaozhou	l.i.ə.ŋ.⁵⁵	l i ə ŋ ⁵⁵	1
連	lián	Fuzhou	l.i.e.ŋ.⁵²	l i e ŋ ⁵²	1
連	lián	Shanghai	l.ɪ.¹³	l ɪ ¹³	1
連	lián	Zhongyuan_Yinyun	l.i.e.n.P²	l i e n P²	1
進	jìn	Beijing	ʨ.i.⁵¹	ʨ i ⁵¹	1
進	jìn	Jinan	ʨ.i.eː ²¹	ʨ i eː ²¹	1
進	jìn	Xi_an	ʨ.i.eː ⁵⁵	ʨ i eː ⁵⁵	1
進	jìn	Taiyuan	ʨ.i.ŋ.⁴⁵	ʨ i ŋ ⁴⁵	1
進	jìn	Hankou	ʨ.i.n.³⁵	ʨ i n ³⁵	1
進	jìn	Chengdu	ʨ.i.n.¹³	ʨ i n ¹³	1
進	jìn	Yangzhou	ʨ.iː ⁵⁵	ʨ iː ⁵⁵	1
進	jìn	Suzhou	ʦ.i.n.⁴¹²	ʦ i n ⁴¹²	1
進	jìn	Wenzhou	ʦ.a.ŋ.⁴²	ʦ a ŋ ⁴²	1
進	jìn	Changsha	ʦ.i.n.⁵⁵	ʦ i n ⁵⁵	1
進	jìn	Shuangfeng	ʨ.i.n.³⁵	ʨ i n ³⁵	1
進	jìn	Nanchang	ʨ.i.n.⁴⁵	ʨ i n ⁴⁵	1
進	jìn	Meixian	ʦ.i.n.⁵²	ʦ i n ⁵²	1
進	jìn	Guangzhou	ʧ.œ.n.³³	ʧ œ n ³³	1
進	jìn	Xiamen	ʦ.i.n.¹¹	ʦ i n ¹¹	1
進	jìn	Chaozhou	ʦ.i.ŋ.²¹³	ʦ i ŋ ²¹³	1
進	jìn	Fuzhou	ʦ.e.i.ŋ.²¹³	ʦ e i ŋ ²¹³	1
進	jìn	Shanghai	ʦ.i.ŋ.³⁵/⁵⁵	ʦ i ŋ ³⁵/⁵⁵	1
進	jìn	Zhongyuan_Yinyun	ʦ.i.ə.n.Q	ʦ i ə n Q	1
逼	bī	Beijing	p.i.⁵⁵	p i ⁵⁵	1
逼	bī	Jinan	p.i.⁴²	p i ⁴²	1
逼	bī	Xi_an	p.i.²¹	p i ²¹	1
逼	bī	Taiyuan	p.i.ə.ʔ.²	p i ə ʔ ²	1
逼	bī	Hankou	p.i.²¹³	p i ²¹³	1
逼	bī	Chengdu	p.i.³¹	p i ³¹	1
逼	bī	Yangzhou	p.i.ə.ʔ.⁴	p i ə ʔ ⁴	1
逼	bī	Suzhou	p.i.ɤ.ʔ.⁴	p i ɤ ʔ ⁴	1
逼	bī	Wenzhou	p.i.³²³	p i ³²³	1
逼	bī	Changsha	p.i.²⁴	p i ²⁴	1
逼	bī	Shuangfeng	p.i.²³	p i ²³	1
逼	bī	Nanchang	p.ə.t.⁵	p ə t ⁵	1
逼	bī	Meixian	p.ɛ.t.¹	p ɛ t ¹	1
逼	bī	Guangzhou	p.ɪ.k.⁵	p ɪ k ⁵	1
逼	bī	Xiamen	p.ɪ.k.³²	p ɪ k ³²	1
逼	bī	Chaozhou	p.e.k.²¹	p e k ²¹	1
逼	bī	Fuzhou	p.e.i.ʔ.²³	p e i ʔ ²³	1
逼	bī	Shanghai	p.ɪ.ʔ.⁵	p ɪ ʔ ⁵	1
逼	bī	Zhongyuan_Yinyun	p.i.R²	p i R²	1
遇	yù	Beijing	.y.⁵¹	y ⁵¹	1
遇	yù	Jinan	.y.²¹	y ²¹	1
遇	yù	Xi_an	.y.⁵⁵	y ⁵⁵	1
遇	yù	Taiyuan	.y.⁴⁵	y ⁴⁵	1
遇	yù	Hankou	.y.³⁵	y ³⁵	1
遇	yù	Chengdu	.y.¹³	y ¹³	1
遇	yù	Yangzhou	.y.⁵⁵	y ⁵⁵	1
遇	yù	Suzhou	ɲ.y.³¹	ɲ y ³¹	1
遇	yù	Wenzhou	ɲ.y.²²	ɲ y ²²	1
遇	yù	Changsha	.y.²¹	y ²¹	1
遇	yù	Shuangfeng	ɲ.y.³³	ɲ y ³³	1
遇	yù	Nanchang	.y.²¹	y ²¹	1
遇	yù	Meixian	ɲ.i.⁵²	ɲ i ⁵²	1
遇	yù	Guangzhou	j.y.²²	j y ²²	1
遇	yù	Xiamen	g.u.³³	g u ³³	1
遇	yù	Xiamen	ŋ.u.³³	ŋ u ³³	1
遇	yù	Chaozhou	ŋ.o.³⁵	ŋ o ³⁵	1
遇	yù	Fuzhou	ŋ.y.²⁴²	ŋ y ²⁴²	1
遇	yù	Shanghai	ɲ.y.¹³	ɲ y ¹³	1
遇	yù	Zhongyuan_Yinyun	.i.u.Q	i u Q	1
遁	dùn	Beijing	t.u.ə.n.⁵¹	t u ə n ⁵¹	1
遁	dùn	Jinan	t.u.eː ²¹	t u eː ²¹	1
遁	dùn	Xi_an	t.u.eː ⁵⁵	t u eː ⁵⁵	1
遁	dùn	Taiyuan	t.u.ŋ.⁴⁵	t u ŋ ⁴⁵	1
遁	dùn	Hankou	t.ə.n.³⁵	t ə n ³⁵	1
遁	dùn	Chengdu	t.ə.n.¹³	t ə n ¹³	1
遁	dùn	Yangzhou	t.ə.n.⁵⁵	t ə n ⁵⁵	1
遁	dùn	Suzhou	d.ə.n.³¹	d ə n ³¹	1
遁	dùn	Wenzhou	d.ø.²²	d ø ²²	1
遁	dùn	Changsha	t.ə.n.⁵⁵	t ə n ⁵⁵	1
遁	dùn	Shuangfeng	d.u.ə.n.²³	d u ə n ²³	1
遁	dùn	Nanchang	tʰ.ə.n.²¹	tʰ ə n ²¹	1
遁	dùn	Meixian	tʰ.u.n.⁵²	tʰ u n ⁵²	1
遁	dùn	Guangzhou	t.œ.n.²²	t œ n ²²	1
遁	dùn	Xiamen	t.u.n.³³	t u n ³³	1
遁	dùn	Chaozhou	t.u.ŋ.³⁵	t u ŋ ³⁵	1
遁	dùn	Fuzhou	t.a.u.ŋ.²⁴²	t a u ŋ ²⁴²	1
遁	dùn	Shanghai	t.ə.ŋ.¹³	t ə ŋ ¹³	1
遁	dùn	Zhongyuan_Yinyun	v.ə.n.Q	v ə n Q	1
遊	yóu	Beijing	.i.o.u.³⁵	i o u ³⁵	1
遊	yóu	Jinan	.i.o.u.⁴²	i o u ⁴²	1
遊	yóu	Xi_an	.i.o.u.²⁴	i o u ²⁴	1
遊	yóu	Taiyuan	.i.o.u.¹¹	i o u ¹¹	1
遊	yóu	Hankou	.i.o.u.²¹³	i o u ²¹³	1
遊	yóu	Chengdu	.i.ə.u.³¹	i ə u ³¹	1
遊	yóu	Yangzhou	.i.ɤ.ɯ.³⁴	i ɤ ɯ ³⁴	1
遊	yóu	Suzhou	.i.ø.y.²⁴	i ø y ²⁴	1
遊	yóu	Wenzhou	ɦ.i.a.u.³¹	ɦ i a u ³¹	1
遊	yóu	Changsha	.i.ɤ.u.¹³	i ɤ u ¹³	1
遊	yóu	Shuangfeng	.i.ʊ.²³	i ʊ ²³	1
遊	yóu	Nanchang	.i.u.⁴⁵	i u ⁴⁵	1
遊	yóu	Meixian	j.i.u.¹¹	j i u ¹¹	1
遊	yóu	Guangzhou	j.a.u.²¹	j a u ²¹	1
遊	yóu	Xiamen	.i.u.²⁴	i u ²⁴	1
遊	yóu	Chaozhou	.i.u.⁵⁵	i u ⁵⁵	1
遊	yóu	Fuzhou	.i.e.u.⁵²	i e u ⁵²	1
運	yùn	Beijing	.y.n.⁵¹	y n ⁵¹	1
運	yùn	Jinan	.y.eː ²¹	y eː ²¹	1
運	yùn	Xi_an	.y.eː ⁵⁵	y eː ⁵⁵	1
運	yùn	Taiyuan	.y.ŋ.⁴⁵	y ŋ ⁴⁵	1
運	yùn	Hankou	.y.n.³⁵	y n ³⁵	1
運	yùn	Chengdu	.y.n.¹³	y n ¹³	1
運	yùn	Yangzhou	.y.iː ⁵⁵	y iː ⁵⁵	1
運	yùn	Suzhou	.y.ə.n.³¹	y ə n ³¹	1
運	yùn	Wenzhou	ɦ.y.o.ŋ.²²	ɦ y o ŋ ²²	1
運	yùn	Changsha	.y.n.⁵⁵	y n ⁵⁵	1
運	yùn	Shuangfeng	.u.ə.n.³³	u ə n ³³	1
運	yùn	Nanchang	.y.n.⁴⁵	y n ⁴⁵	1
運	yùn	Meixian	j.u.n.⁵²	j u n ⁵²	1
運	yùn	Guangzhou	.u.a.n.²²	u a n ²²	1
運	yùn	Xiamen	.u.n.³³	u n ³³	1
運	yùn	Chaozhou	.u.ŋ.¹¹	u ŋ ¹¹	1
運	yùn	Fuzhou	.o.u.ŋ.²⁴²	o u ŋ ²⁴²	1
運	yùn	Shanghai	.i.o.ŋ.¹³	i o ŋ ¹³	1
運	yùn	Zhongyuan_Yinyun	.y.ə.n.Q	y ə n Q	1
遍	biàn	Beijing	p.i.a.n.⁵¹	p i a n ⁵¹	1
遍	biàn	Jinan	p.i.aː ²¹	p i aː ²¹	1
遍	biàn	Xi_an	p.i.aː ⁵⁵	p i aː ⁵⁵	1
遍	biàn	Taiyuan	p.i.ɛ.⁴⁵	p i ɛ ⁴⁵	1
遍	biàn	Hankou	p.i.a.n.³⁵	p i a n ³⁵	1
遍	biàn	Chengdu	pʰ.i.a.n.¹³	pʰ i a n ¹³	1
遍	biàn	Yangzhou	p.ɪː ⁵⁵	p ɪː ⁵⁵	1
遍	biàn	Suzhou	p.ɪ.⁵²	p ɪ ⁵²	1
遍	biàn	Wenzhou	p.i.⁴²	p i ⁴²	1
遍	biàn	Changsha	pʰ.i.eː ⁵⁵	pʰ i eː ⁵⁵	1
遍	biàn	Shuangfeng	pʰ.ɪː ³⁵	pʰ ɪː ³⁵	1
遍	biàn	Nanchang	pʰ.i.ɛ.n.²¹³	pʰ i ɛ n ²¹³	1
遍	biàn	Meixian	pʰ.i.ɛ.n.⁴⁴	pʰ i ɛ n ⁴⁴	1
遍	biàn	Guangzhou	p.i.n.³³	p i n ³³	1
遍	biàn	Xiamen	p.iː ¹¹	p iː ¹¹	1
遍	biàn	Chaozhou	pʰ.i.e.ŋ.²¹³	pʰ i e ŋ ²¹³	1
遍	biàn	Fuzhou	pʰ.i.e.ŋ.²¹³	pʰ i e ŋ ²¹³	1
遍	biàn	Shanghai	pʰ.ɪ.⁵³	pʰ ɪ ⁵³	1
遍	biàn	Zhongyuan_Yinyun	p.i.e.n.Q	p i e n Q	1
過	guò	Beijing	k.u.o.⁵¹	k u o ⁵¹	1
過	guò	Jinan	k.u.ə.²¹	k u ə ²¹	1
過	guò	Xi_an	k.u.o.⁵⁵	k u o ⁵⁵	1
過	guò	Taiyuan	k.u.ə.⁴⁵	k u ə ⁴⁵	1
過	guò	Hankou	k.o.³⁵	k o ³⁵	1
過	guò	Chengdu	k.o.¹³	k o ¹³	1
過	guò	Yangzhou	k.o.⁵⁵	k o ⁵⁵	1
過	guò	Suzhou	k.ə.u.⁴¹²	k ə u ⁴¹²	1
過	guò	Wenzhou	k.u.⁴²	k u ⁴²	1
過	guò	Changsha	k.o.⁵⁵	k o ⁵⁵	1
過	guò	Shuangfeng	k.ʊ.³⁵	k ʊ ³⁵	1
過	guò	Nanchang	k.u.o.⁴⁵	k u o ⁴⁵	1
過	guò	Meixian	k.u.o.⁵²	k u o ⁵²	1
過	guò	Guangzhou	k.u.ɔ.³³	k u ɔ ³³	1
過	guò	Xiamen	k.o.¹¹	k o ¹¹	1
過	guò	Xiamen	k.e.¹¹	k e ¹¹	1
過	guò	Xiamen	k.u.a.¹¹	k u a ¹¹	1
過	guò	Chaozhou	k.u.e.²¹³	k u e ²¹³	1
過	guò	Fuzhou	k.u.ɔ.⁴⁴	k u ɔ ⁴⁴	1
過	guò	Fuzhou	k.u.ɔ.²¹³	k u ɔ ²¹³	1
過	guò	Shanghai	k.u.³⁵/⁵⁵	k u ³⁵/⁵⁵	1
過	guò	Zhongyuan_Yinyun	k.u.o.Q	k u o Q	1
道	dào	Beijing	t.a.u.⁵¹	t a u ⁵¹	1
道	dào	Jinan	t.ɔ.²¹	t ɔ ²¹	1
道	dào	Xi_an	t.a.u.⁵⁵	t a u ⁵⁵	1
道	dào	Taiyuan	t.a.u.⁴⁵	t a u ⁴⁵	1
道	dào	Hankou	t.a.u.³⁵	t a u ³⁵	1
道	dào	Chengdu	t.a.u.¹³	t a u ¹³	1
道	dào	Yangzhou	t.ɔ.⁵⁵	t ɔ ⁵⁵	1
道	dào	Suzhou	d.æ.³¹	d æ ³¹	1
道	dào	Wenzhou	d.ɜ.³⁴	d ɜ ³⁴	1
道	dào	Changsha	t.a.u.⁵⁵	t a u ⁵⁵	1
道	dào	Shuangfeng	d.ə.³³	d ə ³³	1
道	dào	Nanchang	tʰ.a.u.²¹	tʰ a u ²¹	1
道	dào	Meixian	tʰ.a.u.⁵²	tʰ a u ⁵²	1
道	dào	Guangzhou	t.o.u.²²	t o u ²²	1
道	dào	Xiamen	t.o.³³	t o ³³	1
道	dào	Chaozhou	t.a.u.³⁵	t a u ³⁵	1
道	dào	Fuzhou	t.ɔ.²⁴²	t ɔ ²⁴²	1
道	dào	Shanghai	t.ɔ.¹³	t ɔ ¹³	1
道	dào	Zhongyuan_Yinyun	t.a.u.Q	t a u Q	1
達	dá	Beijing	t.a.³⁵	t a ³⁵	1
達	dá	Jinan	t.a.⁴²	t a ⁴²	1
達	dá	Xi_an	t.a.²⁴	t a ²⁴	1
達	dá	Taiyuan	t.a.ʔ.⁵⁴	t a ʔ ⁵⁴	1
達	dá	Hankou	t.a.²¹³	t a ²¹³	1
達	dá	Chengdu	t.a.³¹	t a ³¹	1
